"Tree-Addition","BEFORE_INSTALL_TARGET_DEPENDENCIES","BEFORE_INSTALL_TARGET_DEPENDENCIES:pip install --upgrade pip && hash -r pip && pip install --upgrade --progress-bar=off enum34 pyasn1-modules 'tensorflow>=2.1' 'keras<2.4'","[BEFORE_INSTALL_TARGET_DEPENDENCIES:pip, hash, pip]","tue-robotics/image_recognition","c18aebe3a27af4af214c935e988c83d73bf7535c"
"Update","py39","py39","[py39]","rsokl/MyGrad","16ed3b4e70f3cbbf7d01df6be61a7435b877a8bf"
"Tree-Addition","py39","py39:runs-on:ubuntu-latest strategy:matrix:python-version:3.9 fail-fast:steps:uses:actions/checkout@v1 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Install dependencies run:python -m pip install --upgrade pip\npip install tox\n name:Python 3.9 run:tox -e py39","[py39:runs-on:ubuntu-latest]","rsokl/MyGrad","82b31e2ed107ec88b32e29675dc2e0c73e50d6bf"
"Tree-Addition","py39","py39:runs-on:ubuntu-latest strategy:matrix:python-version:3.9 fail-fast:steps:uses:actions/checkout@v1 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Install dependencies run:python -m pip install --upgrade pip\npip install tox\n name:Python 3.9 run:tox -e py39","[py39:runs-on:ubuntu-latest]","rsokl/MyGrad","9b817bcfdc70e9cca4ac94a077e24199b2100400"
"Insert","runner","runner:linux.2xlarge","[runner:linux.2xlarge]","pytorch/vision","9851a69f6d294f5d672d973d8a1dbeebdd2aa04e"
"Tree-Delete","NNCASE_VERSION_SUFFIX","NNCASE_VERSION_SUFFIX:.dev${{github.run_number}}","","kendryte/nncase","7cbce6373435226ba27e5bdbe22f9a59571e28fb"
"Tree-Delete","NNCASE_VERSION_SUFFIX","NNCASE_VERSION_SUFFIX:.dev${{github.run_number}}","","kendryte/nncase","fbd0cbe5c01a20e6c2ebba76698861de17433ab8"
"Tree-Addition","NNCASE_VERSION_SUFFIX","NNCASE_VERSION_SUFFIX:.dev${{github.run_number}}","","kendryte/nncase","5f0281c90ad482475cd570ce36eeabdc8b864877"
"Tree-Addition","NNCASE_VERSION_SUFFIX","NNCASE_VERSION_SUFFIX:.dev${{github.run_number}}","","kendryte/nncase","dd7f5806fcd413356dccaf16469c8d36d1ff513a"
"Tree-Addition","NNCASE_VERSION_SUFFIX","NNCASE_VERSION_SUFFIX:.dev${{github.run_number}}","","kendryte/nncase","b27d3bf0827e7e045be0708c40072186ca4bec2c"
"Tree-Delete","ext","ext:so","[ext:so]","Picovoice/Porcupine","36d5f8dc5a2095cd0030c311164bc1edf9b7b7e7"
"Tree-Delete","ext","ext:dll","[ext:dll]","Picovoice/Porcupine","36d5f8dc5a2095cd0030c311164bc1edf9b7b7e7"
"Tree-Delete","ext","ext:dylib","[ext:dylib]","Picovoice/Porcupine","36d5f8dc5a2095cd0030c311164bc1edf9b7b7e7"
"Tree-Delete","ext","ext:so","[ext:so]","Picovoice/Porcupine","2d33395e46455174b0a9eccfb7f15da181588df4"
"Tree-Delete","ext","ext:dll","[ext:dll]","Picovoice/Porcupine","2d33395e46455174b0a9eccfb7f15da181588df4"
"Tree-Delete","ext","ext:dylib","[ext:dylib]","Picovoice/Porcupine","2d33395e46455174b0a9eccfb7f15da181588df4"
"Delete","python-nb-examples","runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","c17f52b6e896c98f6752b3d4e85c7e4bbdc57ac9"
"Delete","python-nb-examples","python-nb-examples:runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","c17f52b6e896c98f6752b3d4e85c7e4bbdc57ac9"
"Delete","python-nb-examples","runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","e24aeccfa248bca0c9cb7a8ca163fc084cba5985"
"Delete","python-nb-examples","python-nb-examples:runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","e24aeccfa248bca0c9cb7a8ca163fc084cba5985"
"Delete","python-nb-examples","runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","aa1f444333aa604be7d892d6a981d322e003e714"
"Delete","python-nb-examples","python-nb-examples:runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","aa1f444333aa604be7d892d6a981d322e003e714"
"Delete","python-nb-examples","runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","43ea33967c1f72245842b877a4e599cab35bd2ae"
"Delete","python-nb-examples","python-nb-examples:runs-on:${{ matrix.os }} strategy:max-parallel:1 matrix:python-version:3.9 torch-version:1.8.1 os:ubuntu-latest steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Upgrade pip run:pip install --upgrade --user pip\n name:Get pip cache dir id:pip-cache run:echo \""::set-output name=dir::$(pip cache dir)\""\n name:pip cache uses:actions/cache@v2 with:path:${{ steps.pip-cache.outputs.dir }} key:${{ runner.os }}-pip-py${{ matrix.python-version }}-${{ hashFiles('./setup.cfg') }} restore-keys:${{ runner.os }}-pip-py${{ matrix.python-version }}-\n name:Install Dependencies run:pip install packaging --default-timeout=60\npython scripts/adjust_torch_versions.py ./setup.cfg ${{ matrix.torch-version }}\ngrep -A 3 \""torch_ecosystem\"" setup.cfg\npip install -r requirements.unstable.txt\npip install -e .[ci-all] -f https://download.pytorch.org/whl/torch_stable.html\npython scripts/parse_setup.py setup.cfg | xargs pip install --no-deps || true\n name:Test syft-network run:python ./scripts/start_signaling_server.py --dry_run=True\n name:Run notebook Duet examples run:python ./scripts/mnist.py\npython ./scripts/nb_duet_test.py\npytest -m duet -n 1 --suppress-no-test-exit-code --durations=50","","OpenMined/PySyft","43ea33967c1f72245842b877a4e599cab35bd2ae"
"Tree-Addition","python-nb-examples","python-nb-examples:runs-on:ubuntu-latest strategy:max-parallel:1 matrix:python-version:3.8 steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} uses:actions/cache@v2 if:startsWith(runner.os, 'Linux') with:path:~/.cache/pip key:${{ runner.os }}-pip-${{ matrix.python-version }}-${{ hashFiles('**/requirements.txt') }} restore-keys:${{ runner.os }}-pip-${{ matrix.python-version }}-\n uses:actions/cache@v2 if:startsWith(runner.os, 'macOS') with:path:~/Library/Caches/pip key:${{ runner.os }}-pip-${{ matrix.python-version }}-${{ hashFiles('**/requirements.txt') }} restore-keys:${{ runner.os }}-pip-${{ matrix.python-version }}-\n name:Cache packages uses:actions/cache@v2 id:cache-reqs with:path:~/.eggs key:${{ runner.os }}-python-${{ matrix.python-version }}-${{ hashFiles('**.egg') }} name:Run notebook examples run:pip install -r requirements.txt\npip install -e .\n./scripts/nb_test.sh\npytest examples/api --cov-fail-under 0","","OpenMined/PySyft","2c79734f62718399f781c004fa55978c1e338817"
"Tree-Addition","python-nb-examples","python-nb-examples:runs-on:ubuntu-latest strategy:max-parallel:4 matrix:python-version:3.8 steps:uses:actions/checkout@v2 name:Set up Python ${{ matrix.python-version }} uses:actions/setup-python@v2 with:python-version:${{ matrix.python-version }} name:Cache packages uses:actions/cache@v2 id:cache-reqs with:path:~/.eggs key:${{ runner.os }}-python-${{ matrix.python-version }}-${{ hashFiles('**.egg') }} name:Run tests with coverage run:pip install pytest pytest-cov nbconvert\npip install -r requirements.txt\npip install -e .\njupyter nbconvert --to script examples/api/*.ipynb\npython examples/api/start.py","","OpenMined/PySyft","01a8518cc2e2f58f88612efad844b6085c149d51"
"Insert","python-tests","python-tests","[python-tests]","SeldonIO/seldon-core","5984d2fbd471cac367f612fb7a567538717afd82"
"Insert","python-tests","runs-on:ubuntu-18.04 container:seldonio/python-builder:0.6 steps:uses:actions/checkout@v2 name:test-python run:pip install --upgrade pip setuptools\nmake -C components/alibi-explain-server dev_install build_apis test","[runs-on:ubuntu-18.04]","SeldonIO/seldon-core","5984d2fbd471cac367f612fb7a567538717afd82"
"Insert","python-tests","python-tests","[python-tests]","SeldonIO/seldon-core","bf764b2097db622ec81a74ba43768c9d6ea9a131"
"Insert","python-tests","runs-on:ubuntu-18.04 container:seldonio/python-builder:0.6 steps:uses:actions/checkout@v2 name:test-python run:pip install --upgrade pip setuptools\nmake -C components/alibi-explain-server dev_install build_apis test","[runs-on:ubuntu-18.04]","SeldonIO/seldon-core","bf764b2097db622ec81a74ba43768c9d6ea9a131"
"Tree-Addition","COVERALLS_PARALLEL","COVERALLS_PARALLEL:","[COVERALLS_PARALLEL:]","pyro-ppl/pyro","a6d120d0429436940bc9104e315ef4613cf3979d"
"Tree-Delete","COVERALLS_PARALLEL","COVERALLS_PARALLEL:","[COVERALLS_PARALLEL:]","pyro-ppl/pyro","a6d120d0429436940bc9104e315ef4613cf3979d"
"Tree-Addition","cache","cache:pip","[cache:pip]","SmartDataAnalytics/PyKEEN","b2536784922c97ebdf6e7e97a47957d84a6467e1"
"Tree-Addition","cache","cache:pip","[cache:pip]","SmartDataAnalytics/PyKEEN","b2536784922c97ebdf6e7e97a47957d84a6467e1"
"Tree-Addition","cache","cache:pip","[cache:pip]","felixriese/susi","5bde191359c17784a2a8131b4b0022c70aac5e0e"
"Tree-Addition","cache","cache:pip","[cache:pip]","geomstats/geomstats","c46fd39edd1708da96ea261b4d11c1f03f0914e5"
"Update","cache","cache","[cache]","geomstats/geomstats","c46fd39edd1708da96ea261b4d11c1f03f0914e5"
"Update","cache","pip","[pip]","geomstats/geomstats","c46fd39edd1708da96ea261b4d11c1f03f0914e5"
"Tree-Addition","cache","cache:pip","[cache:pip]","geomstats/geomstats","fa1cce07051a5e2b1e927f8d1be8baf715891d6a"
"Update","cache","cache","[cache]","geomstats/geomstats","fa1cce07051a5e2b1e927f8d1be8baf715891d6a"
"Update","cache","pip","[pip]","geomstats/geomstats","fa1cce07051a5e2b1e927f8d1be8baf715891d6a"
"Tree-Addition","cache","cache:pip","[cache:pip]","geomstats/geomstats","9258f1002594c88afc3c7fc7c4e0e55f5a45ccd8"
"Tree-Addition","cache","cache:pip","[cache:pip]","geomstats/geomstats","27391466fd282e736acfb1b0d92a4c7fd567e6fa"
"Tree-Addition","cache","cache:pip","[cache:pip]","geomstats/geomstats","be9ad9a69e7c4a48010b57f7bf3694d774f3a8d1"
"Tree-Addition","cache","cache:pip","[cache:pip]","geomstats/geomstats","d1efcdf4014b334bd39e8b7b58349da76ae7280f"
"Tree-Addition","cache","cache:pip","[cache:pip]","henriquepgomide/caRtola","744cb8c80d6b41999377a4316f38ac81a3eb623a"
"Tree-Addition","cache","cache:pip","[cache:pip]","henrysky/astroNN","67f82b6cf0d17dbe89a48e37614049b10eec3685"
"Tree-Addition","cache","cache:npm","[cache:npm]","msdslab/automated-systematic-review","4c5aa1ecd6b54ea180890e01695cdb542672a488"
"Tree-Addition","cache","cache:pip","[cache:pip]","tasoc/starclass","96950b04a80f852ea6bfe2b1f30ad566d5f401bf"
"Tree-Addition","cache","cache:pip","[cache:pip]","tasoc/starclass","96950b04a80f852ea6bfe2b1f30ad566d5f401bf"
"Tree-Addition","cache","cache:pip","[cache:pip]","tasoc/starclass","298c8d7053c1d973aadd045ef942e7c1f2cb1c0b"
"Tree-Addition","cache","cache:pip","[cache:pip]","tasoc/starclass","298c8d7053c1d973aadd045ef942e7c1f2cb1c0b"
"Tree-Addition","cache","cache:pip","[cache:pip]","tensorly/tensorly","e6a82091238f65e77f90eb4e08c433b94abc0e6e"
"Tree-Addition","cache","cache:pip","[cache:pip]","tensorly/tensorly","17aecca1acf6c3d1caf9424b7d8d45deeb026255"
"Tree-Addition","cache","cache:pip","[cache:pip]","tensorly/tensorly","33399bbb55d0d24df74dfcf34af2c9a4b207b43b"
"Tree-Addition","TOKENIZERS_PARALLELISM","TOKENIZERS_PARALLELISM:false","[TOKENIZERS_PARALLELISM:false]","allenai/allennlp","0d8c0fc5ed3278eb382f9e3d9e5721fc4fe6c6ee"
"Tree-Addition","TOKENIZERS_PARALLELISM","TOKENIZERS_PARALLELISM:false","[TOKENIZERS_PARALLELISM:false]","allenai/allennlp","a1d36e67ab757b3b8db5eaac42efadc7b237cfdb"
"Tree-Addition","TOKENIZERS_PARALLELISM","TOKENIZERS_PARALLELISM:","[TOKENIZERS_PARALLELISM:]","uber/ludwig","2006d2497d607cd5d9e3cf6d2b80e07f1440e5b5"
"Update","module","not integrations and not management","[not]","neptune-ml/neptune-client","594254736909a7693c3900cbd812190ba288e8a4"
"Update","module","not s3 and not integrations and not management","[not]","neptune-ml/neptune-client","dbd95106743e08e5dbb6a4425d049a2c39293726"
"Tree-Addition","module","integrations","[integrations]","neptune-ml/neptune-client","2146c61835fc4b4d382431a1aa2f897f3372380b"
"Update","module","integrations","[integrations]","neptune-ml/neptune-client","2146c61835fc4b4d382431a1aa2f897f3372380b"
"Update","module","${{ matrix.module }}","","neptune-ml/neptune-client","2146c61835fc4b4d382431a1aa2f897f3372380b"
"Delete","module","not s3 and not integrations integrations","[not]","neptune-ml/neptune-client","2146c61835fc4b4d382431a1aa2f897f3372380b"
"Delete","module","module:not s3 and not integrations integrations","[module:not]","neptune-ml/neptune-client","2146c61835fc4b4d382431a1aa2f897f3372380b"
"Tree-Addition","e2e_s3_gcs","e2e_s3_gcs:timeout-minutes:75 strategy:fail-fast:matrix:python-version:3.7 3.10 os:ubuntu macos windows runs-on:${{ matrix.os }}-latest name:s3-gcs (${{ matrix.os }} - py${{ matrix.python-version }}) steps:name:Checkout repository uses:actions/checkout@v3 with:fetch-depth:0 ref:${{ github.event.client_payload.pull_request.head.ref }} name:Test uses:./.github/actions/test-e2e env:NEPTUNE_API_TOKEN:${{secrets.E2E_SERVICE_ACCOUNT_API_TOKEN}} AWS_ACCESS_KEY_ID:${{secrets.E2E_GCS_ACCESS_KEY_ID}} AWS_SECRET_ACCESS_KEY:${{secrets.E2E_GCS_SECRET_ACCESS_KEY}} S3_ENDPOINT_URL:https://storage.googleapis.com/ with:python-version:${{ matrix.python-version }} os:${{ matrix.os }} module:s3 name:s3-gcs report_job:s3-gcs (${{ matrix.os }} - py${{ matrix.python-version }}) codecov-token:${{ secrets.CODECOV_TOKEN }}","","neptune-ml/neptune-client","6d64e8509cc951b098c633fff76cdc6299c2dd60"
"Tree-Delete","e2e_s3_gcs","e2e_s3_gcs:timeout-minutes:75 strategy:fail-fast:matrix:python-version:3.7 3.10 os:ubuntu macos windows runs-on:${{ matrix.os }}-latest name:s3-gcs (${{ matrix.os }} - py${{ matrix.python-version }}) steps:name:Checkout repository uses:actions/checkout@v3 with:fetch-depth:0 ref:${{ github.event.client_payload.pull_request.head.ref }} name:Test uses:./.github/actions/test-e2e env:NEPTUNE_API_TOKEN:${{secrets.E2E_SERVICE_ACCOUNT_API_TOKEN}} AWS_ACCESS_KEY_ID:${{secrets.E2E_GCS_ACCESS_KEY_ID}} AWS_SECRET_ACCESS_KEY:${{secrets.E2E_GCS_SECRET_ACCESS_KEY}} S3_ENDPOINT_URL:https://storage.googleapis.com/ with:python-version:${{ matrix.python-version }} os:${{ matrix.os }} module:s3 name:s3-gcs report_job:s3-gcs (${{ matrix.os }} - py${{ matrix.python-version }}) codecov-token:${{ secrets.CODECOV_TOKEN }}","","neptune-ml/neptune-client","6c2eb29d60ba0545f00a4cdc1d17a920e3075424"
"Tree-Addition","BIGML_DELTA","${{ env.BIGML_DELTA }}","","bigmlcom/python","c025869d512d5eed4e8fa1c3d50719567f9955ea"
"Tree-Delete","BIGML_DELTA","5","[5]","bigmlcom/python","c025869d512d5eed4e8fa1c3d50719567f9955ea"
"Update","BIGML_DELTA","5","[5]","bigmlcom/python","dd117d096ff04c9a917815cd0e84a6e764892e97"
"Tree-Delete","IS_TEST","IS_TEST:True","[IS_TEST:True]","gojek/feast","e4507ac16540cb3a7e29c31121963a0fe8f79fe4"
"Tree-Addition","IS_TEST","IS_TEST:True","[IS_TEST:True]","gojek/feast","44d53fda71b5a82d9fb6e044b01d97080c2d018c"
"Insert","labels","labels:automated pr\n","[labels:automated]","Epistimio/orion","1fdf58c16ae6c1246730a14a9dd362a250d8448f"
"Insert","labels","labels:automated pr\n","[labels:automated]","Epistimio/orion","6ccec8c1d25c975ff0409c7aa3d6617b01ff02fb"
"Tree-Delete","labels","labels:autopep8, automated pr","[labels:autopep8,]","leopepe/GOApy","4a45716a3a7cf40becb3f3089f8413d4abf0fd3d"
"Tree-Addition","upload-coverage","upload-coverage:needs:test-compiler runs-on:ubuntu-latest steps:uses:actions/checkout@v3 name:Setup .NET uses:actions/setup-dotnet@v1 with:dotnet-version:6.0 name:Download Unit Test Coverage uses:actions/download-artifact@v3 with:name:nncase-coverage-unit path:${{github.workspace}}/coverage name:Download Integration Test Coverage uses:actions/download-artifact@v3 with:name:nncase-coverage-integration path:${{github.workspace}}/coverage name:Upload Codecov (Unit) uses:codecov/codecov-action@v3 with:files:coverage/coverage.unit.xml flags:unit name:Upload Codecov (Integration) uses:codecov/codecov-action@v3 with:files:coverage/coverage.integration.xml flags:integration name:Generate Coverage Report run:dotnet tool install --global dotnet-coverage\ndotnet tool install -g dotnet-reportgenerator-globaltool\ndotnet-coverage merge -o coverage.xml -f cobertura -r coverage/*.xml\nreportgenerator -reports:coverage.xml -targetdir:\""coveragereport\"" -reporttypes:Html\n name:Upload Coverage Report uses:actions/upload-artifact@v3 with:name:nncase-coverage-report path:coveragereport if-no-files-found:error","","kendryte/nncase","01b77f8362c5375b3ea009d8181698e896605d2f"
"Tree-Delete","toxenv","black","[black]","Epistimio/orion","38f2fed667dc1df8769f0f386e4c6322c9715296"
"Tree-Delete","toxenv","isort","[isort]","Epistimio/orion","38f2fed667dc1df8769f0f386e4c6322c9715296"
"Tree-Delete","toxenv","black","[black]","Epistimio/orion","a3827b5a0d08a9e2a259ae20ca2e586267033970"
"Tree-Delete","toxenv","isort","[isort]","Epistimio/orion","a3827b5a0d08a9e2a259ae20ca2e586267033970"
"Tree-Delete","toxenv","black","[black]","Epistimio/orion","e54a1d96b66c15d52e859b490b9c9756b2296c31"
"Tree-Delete","toxenv","isort","[isort]","Epistimio/orion","e54a1d96b66c15d52e859b490b9c9756b2296c31"
"Tree-Delete","toxenv","black","[black]","Epistimio/orion","5fb2b4e2ff119d8fd3efb8e79100e4f81100faf7"
"Tree-Delete","toxenv","isort","[isort]","Epistimio/orion","5fb2b4e2ff119d8fd3efb8e79100e4f81100faf7"
"Tree-Delete","toxenv","isort","[isort]","Epistimio/orion","9ee1cbf7d917a2ff2d0c100145f296f565708d87"
"Tree-Delete","toxenv","pylint","[pylint]","Epistimio/orion","9ee1cbf7d917a2ff2d0c100145f296f565708d87"
"Tree-Delete","toxenv","doc8","[doc8]","Epistimio/orion","9ee1cbf7d917a2ff2d0c100145f296f565708d87"
"Tree-Addition","toxenv","isort","[isort]","Epistimio/orion","af4a56529720893a04fb03ac17cf5c75054a3423"
"Update","toxenv","flake8","[flake8]","Epistimio/orion","af4a56529720893a04fb03ac17cf5c75054a3423"
"Tree-Addition","toxenv","black","[black]","Epistimio/orion","e0f760e45b3ff1838ec2acd8b35b4faaee1ae9ce"
"Update","toxenv","pylint","[pylint]","Epistimio/orion","e0f760e45b3ff1838ec2acd8b35b4faaee1ae9ce"
"Update","toxenv","black","[black]","Epistimio/orion","e0f760e45b3ff1838ec2acd8b35b4faaee1ae9ce"
"Update","toxenv","flake8","[flake8]","Epistimio/orion","70e0b5b9327cb0002e3a5f48f6ca7c49b8eb9d94"
